DATE,STAR,LIKE,REVIEW
2020년 4월 13일,별표 5개 만점에 5개를 받았습니다.,,"좋습니다,,, 지역화폐 중 젤 좋은데,,, 근데 부산지역 가맹점의 물품을 온라인으로 결제되게 해주세요,,,"
2020년 4월 13일,별표 5개 만점에 5개를 받았습니다.,,동백전 가맹점 위치 알수 있는 어플 있으면 더 좋겠네요..
2020년 3월 30일,별표 5개 만점에 1개를 받았습니다.,,앱은 설치했으나 ᆞ 네트워크 원활하지 않다고 압접속않됩니다
2020년 1월 31일,별표 5개 만점에 1개를 받았습니다.,,앱이 열리지가 않아요 잔액이 얼마남았는지 확인할수가 없네여
2020년 2월 7일,별표 5개 만점에 1개를 받았습니다.,,가맹점찾기에서 가맹점이 하나도 안보여요.
2020년 5월 1일,별표 5개 만점에 1개를 받았습니다.,2,대체 어 떤 정치적 목적과 꽌시로 멀쩡히 잘운영하던업체를 이관한단말입니까???
2020년 5월 7일,별표 5개 만점에 1개를 받았습니다.,,이런 결제서비스가 접속이 안된다니..어처구니 없는 부산시와KT구나
2020년 4월 13일,별표 5개 만점에 1개를 받았습니다.,,열때마다 다시 종료해야되네요.. 어플 제대로 좀 만드세요...
2020년 2월 28일,별표 5개 만점에 1개를 받았습니다.,,앱이 열리지않고 답답하네요 충전을 못하고 이용하지를 못하겠네요
2020년 3월 4일,별표 5개 만점에 5개를 받았습니다.,,사용이 편하고 상공인의 도움이 많이 되면 좋겠어요
2020년 2월 29일,별표 5개 만점에 1개를 받았습니다.,,아니 충전할려고 앱켰더니 실행이 안되면 어쩌라고요 짜증나네
2020년 3월 4일,별표 5개 만점에 1개를 받았습니다.,,자꾸 휴대폰번호가 일치하지 않다고 함..왕짜증
2020년 4월 30일,별표 5개 만점에 5개를 받았습니다.,,사용하기 편하고 충전도 쉬워 쓰기편하다
2020년 5월 8일,별표 5개 만점에 5개를 받았습니다.,,"좋아요 엄청 좋아요, 부산지역 경제 활성화의 원동력임니다"
2020년 4월 10일,별표 5개 만점에 1개를 받았습니다.,1,어플 진짜 못 만들었네요.. 툭하면 접속도 안 되고
2020년 4월 30일,별표 5개 만점에 1개를 받았습니다.,,카드신청이 안됩니다 눌러도 반응이없어요
2020년 5월 7일,별표 5개 만점에 5개를 받았습니다.,,사용할때마다 포인트가 적립이 되어 넘 좋아요 걍추해요^//
2020년 4월 10일,별표 5개 만점에 1개를 받았습니다.,,본인인증이 휴대폰말고 아이핀이나 공인인증도 추가되었음 합니다.
2020년 3월 18일,별표 5개 만점에 5개를 받았습니다.,,동백전을 사용해 보니 사용하면 할수록 차곡 차곡 적립되는 캐시백
2020년 3월 18일,별표 5개 만점에 1개를 받았습니다.,,앱실행이 안됩니다 왜? 그런걸까요? 빠른 조치바랍니다!! 죄송합니다란 말빼구요~
2020년 10월 16일,별표 5개 만점에 1개를 받았습니다.,,업데이트도 안되고 지웠다 깔아도 되지도 않는거 어째 사용하란말이에요
2020년 3월 30일,별표 5개 만점에 1개를 받았습니다.,,네트워크오류로 계속안들어가 지는데 원래이런건가요? 답답하네요
2020년 4월 10일,별표 5개 만점에 5개를 받았습니다.,1,회원가입 할때 동의사항들전부선택햇는데도 다음으로 안넘어가지는데 혹시 오류인가요?
2020년 11월 17일,별표 5개 만점에 3개를 받았습니다.,,업그레드가 너무 잦아 용량만 많이 차지하는 기분... 포인트 말고는 별로 활용도는 없는것 같네요
2021년 2월 21일,별표 5개 만점에 4개를 받았습니다.,,바로 적립금이 들어왔어 사용할수 있어 넘 좋아요~^^
2020년 4월 14일,별표 5개 만점에 4개를 받았습니다.,,월말에 미리충전 하는기능좀 생겼으면 좋겠습니다
2020년 3월 30일,별표 5개 만점에 1개를 받았습니다.,1,앱 접속 좀 하자. 지금 몇일째 접속이 안되는건지. 관리할 마음은 있는건지.
2020년 4월 10일,별표 5개 만점에 5개를 받았습니다.,,부산에서도 이제 사용이 가능하군요..많니 기대가 됩니다.
2020년 2월 17일,별표 5개 만점에 5개를 받았습니다.,,빠르고 실용적인 면이 너무 좋습니다!!
2020년 2월 21일,별표 5개 만점에 1개를 받았습니다.,,왜이러니~ 업데이트하라고 해서 며칠동안 몇번째 하는데 끝없이 안됨~
2020년 1월 31일,별표 5개 만점에 1개를 받았습니다.,,결제됐다 취소되고 지맘대로 카드긁은데서 재결제하러 오라해서 다시 갔다왔음
2020년 2월 7일,별표 5개 만점에 1개를 받았습니다.,,너무 속도도 느리고 업뎃도 안되고 허술 그자체 임 별하나도 아까움
2020년 3월 20일,별표 5개 만점에 1개를 받았습니다.,,돈만빠져나가고 충전이안됨 아직은 많이 부족한듯
2020년 3월 26일,별표 5개 만점에 4개를 받았습니다.,,택시가 연동이안되 아쉽네요~
2020년 4월 10일,별표 5개 만점에 5개를 받았습니다.,,"얼마나 썼는지, 적립됐는지 한눈에 알수 있어서 좋아요"
2020년 3월 25일,별표 5개 만점에 5개를 받았습니다.,,소상공인도 돕고 사용자도 포인트 받고.. 아주 좋습니다. 연장해주시길..
2020년 3월 31일,별표 5개 만점에 5개를 받았습니다.,,"앱도 편리해서 사용도 좋고, 캐시백도 좋네요.굿~~"
2020년 4월 28일,별표 5개 만점에 1개를 받았습니다.,,어플이 왜이러죠? 데이터상태에서 사용이 안되면 밖에선 사용하지말란건가요?
2020년 5월 8일,별표 5개 만점에 1개를 받았습니다.,,어플 잘 되다가 접속이 안되네요
2020년 3월 17일,별표 5개 만점에 1개를 받았습니다.,,업데트가안데네요몃시간이지났는데도상용불가합니다
2020년 3월 18일,별표 5개 만점에 1개를 받았습니다.,,들어가지지도 않구만ㅡㅡ 전화도 안받고... 장난합니까
2021년 2월 9일,별표 5개 만점에 3개를 받았습니다.,1,계속어플접속이안돼요ㅠ왜그런거죠ㅠ;;;;;
2020년 2월 28일,별표 5개 만점에 5개를 받았습니다.,,바로바로 캐시백이 들어오니까 혜택이 더욱 크게 느껴지네요! 굿입니다 ^^bb
2020년 3월 4일,별표 5개 만점에 4개를 받았습니다.,,편리하게 사용할수 있어좋은것같고캐시가쌓여서좋은것같네요
2020년 12월 30일,별표 5개 만점에 1개를 받았습니다.,,업데이트가 안되어 사용에 불편합니다. 방법을 가르쳐 주셔요!!
2020년 4월 13일,별표 5개 만점에 5개를 받았습니다.,,지역경제에 기여하면서 캐쉬백도 가능한 동백전이 있으니 더이상의 카드는 필요없네요.
2020년 2월 28일,별표 5개 만점에 1개를 받았습니다.,,업데이트가 계속 언되어서 충전이 안됩니다
2020년 3월 4일,별표 5개 만점에 5개를 받았습니다.,,"가맹점도 많고, 적립이 바로바로~참 좋죵"
2020년 4월 13일,별표 5개 만점에 5개를 받았습니다.,,최고입니다. 학령기 자녀를 둔 주부에게는 선물같은 카드이네요.
2020년 3월 12일,별표 5개 만점에 1개를 받았습니다.,1,고객센터 1:1문의는 아예 관리를 안하는것 같아요 읽지도않고 처리도 않해주시네요
2020년 3월 18일,별표 5개 만점에 3개를 받았습니다.,,캐쉬백 설정이 잘 안되요 on off가 제대 작용을 안하나봐요
2020년 5월 5일,별표 5개 만점에 1개를 받았습니다.,,몇번을시도해도잘되지가않네요 언제쯤 제대로 될까요?
2020년 5월 7일,별표 5개 만점에 5개를 받았습니다.,,캐시백도 바로 사용가능하고 매우만족
2020년 4월 13일,별표 5개 만점에 5개를 받았습니다.,3,이앱을 처음부터 사용하고있읍니다.사용자와 판매자간의 상호 발전이기대됩니다
2020년 2월 28일,별표 5개 만점에 5개를 받았습니다.,3,많은 이용 바랍니다 부산시민과 함께 성장해 갑시다
2020년 3월 4일,별표 5개 만점에 1개를 받았습니다.,1,동백전 되나요? 전 코나로 계속 문의하라뜨네요~ ㅠ
2020년 3월 30일,별표 5개 만점에 4개를 받았습니다.,,사용하기도 용이 하고 혜택이 많아서 좋아요!
2020년 4월 4일,별표 5개 만점에 2개를 받았습니다.,,결제내역을 문자로도 보내주면 좋겠네요.
2020년 4월 14일,별표 5개 만점에 5개를 받았습니다.,,정말 좋아요 부산 시민이면 동백전카드는 무조건 있어줘야 플랙스죠 ㅎ
2020년 4월 10일,별표 5개 만점에 1개를 받았습니다.,,개인정보 왜 보험회사에 팔려서 에이스 보험 강매 전화 작작 ..그래서 탈퇴함^^
2020년 9월 14일,별표 5개 만점에 1개를 받았습니다.,,네트워크도 잘안되는걸 어떻게 써라고? 써다가 열불나서 카드부쉈음. 일부러 이렇게 만든거 아니요?
2020년 4월 30일,별표 5개 만점에 5개를 받았습니다.,,사용이 편리하고 앱 디자인도 멋집니다.
2020년 5월 7일,별표 5개 만점에 3개를 받았습니다.,,"아직 사용하기전이나 왜 항상 국가사업이 들어간 금융앱이나 국가,지자체에서 실시하는 사업들은 돈은돈대로 쓰고 서비스는 형편없는지 모르겠습니다. 부산시에서 광고 많이하고 혜택많다기에 받았는데 댓글들보니 혹시나했는데 역시나네요."
2020년 3월 25일,별표 5개 만점에 1개를 받았습니다.,,업데이트도 안되고 삭제후 다시깔아보려해도 앱 다운자체가 안됨
2020년 3월 26일,별표 5개 만점에 1개를 받았습니다.,,사용가능한가맹점이부족 삽니다.
2020년 3월 28일,별표 5개 만점에 5개를 받았습니다.,,너무 잘쓰고 있어요 ㅎㅎ 사용방법이 간단해서 좋네요^^
2020년 4월 13일,별표 5개 만점에 3개를 받았습니다.,,카드 번거로운데 앱으로결제하면 좋을듯요.감사합니다
2020년 1월 2일,별표 5개 만점에 1개를 받았습니다.,,통신오류가 너무 잦아요ㅡㅡ
2020년 1월 2일,별표 5개 만점에 1개를 받았습니다.,1,동백전 카드에 있는 돈을 쓸수 있는건가요?? 이관 될 줄 몰랐는데요ㅠㅠ
2020년 4월 11일,별표 5개 만점에 5개를 받았습니다.,,오 확실히 돈이 차곡차고쌓이는 적립 짱 좋아요 돈계속 쓰고싶네요
2020년 11월 8일,별표 5개 만점에 3개를 받았습니다.,,아쉽지만 쓰는데 불편함은 없다
2020년 4월 10일,별표 5개 만점에 5개를 받았습니다.,,사용하기편하고 돈도쌓여서 좋아요
2020년 2월 19일,별표 5개 만점에 5개를 받았습니다.,2,설치가 아주 간단하고 쉽네요
2020년 2월 21일,별표 5개 만점에 5개를 받았습니다.,,"사용한금액에 포이트도 받고 너무 좋아요,,굿"
2020년 4월 15일,별표 5개 만점에 1개를 받았습니다.,1,명불허전 공무원 작품.. 접속장애 엄청 심합니다
2020년 5월 8일,별표 5개 만점에 2개를 받았습니다.,1,캐시백은좋은데 앱사용오류가너무심해요 ㅜㅜ
2020년 4월 10일,별표 5개 만점에 3개를 받았습니다.,,어플에서 바로 qr코드같은걸로 결제기능이 있으면 좋겠네요
2020년 9월 9일,별표 5개 만점에 5개를 받았습니다.,5,부산 동백전 쓰기 편하게 잘 만들어졌네요 부산에서 혜택이 많았겠네요
2020년 4월 10일,별표 5개 만점에 1개를 받았습니다.,,실행도 안되는구만. 별 하나도 아까워
2020년 4월 28일,별표 5개 만점에 3개를 받았습니다.,,편리하고 좋아요 포인트도많이싸이고
2020년 5월 8일,별표 5개 만점에 5개를 받았습니다.,,사용내역을 한눈에 불편함 없이 완벽함
2020년 2월 28일,별표 5개 만점에 1개를 받았습니다.,,몇일네네 네트워크상태가 원활하지않다고 계속뜨네요 참불편하네요
2020년 3월 4일,별표 5개 만점에 5개를 받았습니다.,18,많이사용하지는 않지만 할인률 혜택이괞찮네요
2020년 4월 29일,별표 5개 만점에 5개를 받았습니다.,1,제안을 하고자 합니다. 어린이들도 동백전 사용자로 참여하도록 하면 어떨까요? 인천의 인천e음카드처럼 6~13세 부산 어린이를 위한 어린이용 동백전이 발급되면 좋겠어요. 체크카드 기능을 빼고 선불 충전방식에 부산을 상징하는 캐릭터가 들어간 디자인의 동백전으로 부산의 6~13세 어린이들을 공략해 용돈카드로 활용토록 하면서 경제 개념도 가르치고 우리동네만의 특별한 카드를 갖는다는 든든함도 함께 하면서 우리 부산에 소속된 어린이라는 자부심을 안겨주면서 부산 지역경제를 어린이들도 활성화에 동참하도록 하면 좋을거같아요
2020년 5월 7일,별표 5개 만점에 3개를 받았습니다.,1,로그인이 안 될 때가 너무 많습니다.
2020년 3월 30일,별표 5개 만점에 4개를 받았습니다.,,추천인은 뭘 써야하나요? 한글은 안써지고 숫자는 써지는데 휴대폰번호를 쓰는것도 아닌것같고....
2020년 4월 20일,별표 5개 만점에 2개를 받았습니다.,,"결제 실패는 곧 시스템 실패 ,kt 하나은행 똑바하세요"
2020년 5월 8일,별표 5개 만점에 4개를 받았습니다.,,아직 사용이안되는 곳이 좀있는것갇아서 불편했어요
2020년 3월 30일,별표 5개 만점에 3개를 받았습니다.,,업그레이드 하래서 눌러도 업글이 안됩니다~
2020년 4월 13일,별표 5개 만점에 5개를 받았습니다.,,TV선전과같이 쓰고나면 웃음이나네요 쭉 10프로로가면 더 조을듯
2020년 4월 29일,별표 5개 만점에 1개를 받았습니다.,1,서버연결 진짜 쓰레기같네요 부산시청 실망입니다.
2020년 5월 8일,별표 5개 만점에 1개를 받았습니다.,,동백전 사용가능 업체라고 검색하고 갔는데 사용되지 않았습니다. 완전 비추
2020년 1월 2일,별표 5개 만점에 5개를 받았습니다.,,간편하게 유용하게 잘 활용할 수 있어요
2020년 1월 2일,별표 5개 만점에 1개를 받았습니다.,,아인증번호 입력하려 나갔다오면 자꾸 앱강종돼서 처음으로돌아가요; 인증을 할수가없잖아요 별1도아깝다
2020년 1월 26일,별표 5개 만점에 5개를 받았습니다.,,저는 오류없이 잘 되네요 잘쓰고잇어요
2020년 1월 29일,별표 5개 만점에 5개를 받았습니다.,26,넘 넘 좋아요~~ 동백전 사용하다보니 일반 신용카드 사용이 절제가 되네요
2020년 9월 8일,별표 5개 만점에 4개를 받았습니다.,,충전 할려니까 옳바르지 않는 계좌라고 하면서 안되네요
2020년 2월 11일,별표 5개 만점에 5개를 받았습니다.,,충전이 쉬워졌어요! 계속 개선바랍니다.
2020년 2월 13일,별표 5개 만점에 1개를 받았습니다.,1,어플이 실행되야 쓰던가 하죠..
2020년 11월 7일,별표 5개 만점에 1개를 받았습니다.,,인증번호 이틀째 접속불량 불편해
2020년 4월 13일,별표 5개 만점에 5개를 받았습니다.,,대형마트 사용만 가능하면 우리나라 최고의 카드혜택이라 믿어 의심치 않습니다~^^
2020년 4월 10일,별표 5개 만점에 1개를 받았습니다.,,업데이트도 설치도 안되요 ㅡㅡ 써야하는데 업데이트안하면 실행불가 하면 어떡하나요
2020년 4월 16일,별표 5개 만점에 1개를 받았습니다.,1,어플이 계속안열리네요 정말 노답이네요
2020년 5월 8일,별표 5개 만점에 5개를 받았습니다.,,완전 편해요. 저는 병원 자주가는데 이만큼 혜택 있는 동백전 사랑합니다♡♡
2020년 4월 1일,별표 5개 만점에 1개를 받았습니다.,1,앱이 안열림 ㅡ.ㅡ뭐하자는거임? 사용자 증가로 오류? 골때리네
2020년 1월 9일,별표 5개 만점에 5개를 받았습니다.,,체크카드라서 좋아요 10퍼센트 페이백 좋네요 프로모션기간이 길었으면 좋겠어요
2020년 1월 10일,별표 5개 만점에 5개를 받았습니다.,,너무 좋아요~~ 계속하여 지역발전에 도움이되었으면 좋겠어요~~^^
2020년 4월 10일,별표 5개 만점에 1개를 받았습니다.,,혜택을 많이 준다해서 하나장만했더니 무슨 행정을 손바닥 뒤집듯바꾸나요? 재수없어서 짤라 버려야겠다
2020년 1월 9일,별표 5개 만점에 1개를 받았습니다.,,결제오류가 타카드에 비해 너무 자주나요
2020년 1월 10일,별표 5개 만점에 2개를 받았습니다.,,날짜검색이라던지 총 사용금액에 대한 조회가 좀 불편합니다...
2020년 1월 1일,별표 5개 만점에 5개를 받았습니다.,,"적립되는재미로 유용하게 쓰고있어요,"
2020년 1월 2일,별표 5개 만점에 1개를 받았습니다.,,새마을금고 없어 카드발급 안돼요 괜히 충전하여 환불 해주세요 사용도 못 하는데
2020년 2월 29일,별표 5개 만점에 5개를 받았습니다.,,바로 적립된 금액을 사용할수 있어 너무 좋습니다
2020년 3월 4일,별표 5개 만점에 5개를 받았습니다.,,충전하는데 10초정도 걸림 ㅋㅋ
2020년 4월 13일,별표 5개 만점에 4개를 받았습니다.,,이득이 되고 편리함
2020년 11월 19일,별표 5개 만점에 1개를 받았습니다.,,본인인증 방법을 추가해주세요 본인명의 핸드폰이 아님 가입자체가 안된다니? 뭐 이런 어플이 다있어요? 카드발급은 은행에서 되고 어플은 사용이 안되고? 신용카드사나 은행은 핸드폰말고도 여러가지가 있는데 무슨 배짱으로 인증을 하나만 하나요?
2020년 4월 10일,별표 5개 만점에 5개를 받았습니다.,,캐시적립이 정말대박이네요
2020년 3월 30일,별표 5개 만점에 5개를 받았습니다.,,잔고가없어면 바로 통장에서 빠져나가는것이 불편해요
2021년 1월 12일,별표 5개 만점에 5개를 받았습니다.,,아주 좋아요. 사용처도 많고 적립도 많고.
2020년 4월 4일,별표 5개 만점에 2개를 받았습니다.,,업데이트가 안되네요 엡 관리가 너무 안되는거 같네요
2020년 5월 13일,별표 5개 만점에 5개를 받았습니다.,,적립금이 많아서 아주 유용해요
2020년 4월 14일,별표 5개 만점에 5개를 받았습니다.,,편리하고 간편합니다!
2020년 4월 3일,별표 5개 만점에 4개를 받았습니다.,,간편하게 잘 만들어진 앱 입니다. 사용방법도 쉽군요.
2020년 5월 17일,별표 5개 만점에 5개를 받았습니다.,,너무너무 좋아요. 기분좋게 사용하게 되네요ㅋㅋ
2020년 2월 18일,별표 5개 만점에 4개를 받았습니다.,,간단해서 사용하기 편리함
2020년 2월 21일,별표 5개 만점에 1개를 받았습니다.,,맨날 접속이 안됨 . 관리도 안할거 왜 만들었는지..
2020년 8월 11일,별표 5개 만점에 2개를 받았습니다.,,업데이트를 해야만 앱을 열수 있다는것이 아주 불편 11/10이후 업데이트를 2번이나 더하라네요 배부르겠어요😤😠😧
2020년 4월 29일,별표 5개 만점에 1개를 받았습니다.,,업데이트가 안되어 앱을 실행할수 없어요
2020년 5월 8일,별표 5개 만점에 5개를 받았습니다.,,쓰는 본인에게 이득이 되니 매우 만족합니다
2020년 4월 13일,별표 5개 만점에 5개를 받았습니다.,2,군더더기 없이 사용하기 편하고 좋습니다. ^^
2020년 4월 13일,별표 5개 만점에 5개를 받았습니다.,,사용처도많고편하고유용합니다
2020년 4월 28일,별표 5개 만점에 4개를 받았습니다.,,가성비가 아주좋아요 10% 돌려주니까~~~
2020년 5월 8일,별표 5개 만점에 4개를 받았습니다.,1,미적용 매장에서도 체크 카드 겸용이용 할수 있으면 더욱 좋겠군요.
2020년 4월 29일,별표 5개 만점에 1개를 받았습니다.,1,이게 뭔가요? 계속 열리지도 않고 짜증 너무 나네요
2020년 5월 8일,별표 5개 만점에 1개를 받았습니다.,,연결이되야 쓰던가말든가하지ㅡㅡ
2020년 11월 6일,별표 5개 만점에 1개를 받았습니다.,,서버 다운인 상황에 결제가 안될때 난감한경우가 제법 있습니다.
2020년 4월 13일,별표 5개 만점에 2개를 받았습니다.,,오늘 하루종일 먹통에 2중 결재 됐습니다 확인해주세요
2019년 12월 30일,별표 5개 만점에 1개를 받았습니다.,5,네트워크 연결이 안된다고 합니다
2019년 12월 30일,별표 5개 만점에 5개를 받았습니다.,,부산은행 동백전 좋아요 만족하면서 씁니다
2020년 4월 28일,별표 5개 만점에 5개를 받았습니다.,1,편리하고 캐쉬 쌓이니까 넘 좋아요
2020년 5월 8일,별표 5개 만점에 5개를 받았습니다.,,동백전으로 이용할 생각 입니다 사용하기 편리 합니다
2020년 4월 14일,별표 5개 만점에 5개를 받았습니다.,,가게에 도움 많이됩니다
2020년 4월 13일,별표 5개 만점에 5개를 받았습니다.,,간편하고 저렴한 꿀팁입니다.
2020년 3월 30일,별표 5개 만점에 3개를 받았습니다.,,업데이트가 이렇게 안되서 우째 충전을...
2020년 4월 30일,별표 5개 만점에 1개를 받았습니다.,,업데이트가 안됩니다. 수십번 접속해도 안됩니다.
2020년 5월 8일,별표 5개 만점에 1개를 받았습니다.,,그냥 업데이트중이라고 뜨면서 작동할생각을안함 여기돈넣고쓴 내가호구인듯
2020년 1월 23일,별표 5개 만점에 1개를 받았습니다.,1,개인 정보 입력만 13회 했습니다. 이 어이없는 오류 뭡니까?
2020년 1월 29일,별표 5개 만점에 1개를 받았습니다.,,앱이 화면이 멈춰있어요 접속이 안되는거같아요
2020년 3월 4일,별표 5개 만점에 5개를 받았습니다.,,"지역발전에도 도움고,포인트 적립도 너무 만족합니다^^"
2020년 3월 4일,별표 5개 만점에 5개를 받았습니다.,,식당 약국 어디서나 쓰도 포인트 싸이니 넘좋아요
2020년 4월 13일,별표 5개 만점에 5개를 받았습니다.,,편리한데 교통카드가 안되어....
2020년 4월 13일,별표 5개 만점에 5개를 받았습니다.,1,좋아요. qr코드결제도 어서 됐으면 좋겠네요.
2020년 4월 17일,별표 5개 만점에 5개를 받았습니다.,,캐시백 환급으로 만족합니다
2020년 5월 8일,별표 5개 만점에 1개를 받았습니다.,,"사용처도 확인안되는데 무슨, 불편하네요"
2020년 4월 13일,별표 5개 만점에 5개를 받았습니다.,1,케시백이 싸여서 너무좋아요.^^ 사용하기 도 좋습니다
2020년 4월 19일,별표 5개 만점에 1개를 받았습니다.,,업데이트안되고 다시설치도안되네요 조치좀해주세요
2020년 5월 8일,별표 5개 만점에 1개를 받았습니다.,1,머고 네트워크이상하다고 안열린다 젠장 불편해죽겠네
2020년 11월 6일,별표 5개 만점에 5개를 받았습니다.,,매우 유용합니다. 전 가족이 쓰고 있어요
2020년 2월 22일,별표 5개 만점에 5개를 받았습니다.,4,잘 사용해 볼게요. 동백전으로 혜택 많이 받으면 좋겠습니다.
2020년 3월 4일,별표 5개 만점에 5개를 받았습니다.,,아주 유용합니다. 포인트가 금방 쌓여요.
2019년 12월 31일,별표 5개 만점에 5개를 받았습니다.,,경제 살림에 정말 굿 행복한 날을 위해ᆢ 감사합니다 ㅎ
2020년 1월 3일,별표 5개 만점에 5개를 받았습니다.,,10% 할인 대박이에요.계속 했으면 좋겠어요
2020년 4월 14일,별표 5개 만점에 5개를 받았습니다.,,페이백 10프로 최고! 전 만족하며 잘 쓰고 있어요! 넘 좋음ㅋㅋ
2020년 4월 13일,별표 5개 만점에 1개를 받았습니다.,,데이터 인식을 못하나봐요 깔아도 쓸수가없네요
2020년 2월 5일,별표 5개 만점에 5개를 받았습니다.,,너무 좋아요~~^^그리고3월달까지 이벤 연장도 해주셔서 감사합니다~^^
2020년 2월 7일,별표 5개 만점에 5개를 받았습니다.,,잘 사용하고 있어요. 10프로 적립~ 오~ 유익해요.
2020년 3월 10일,별표 5개 만점에 1개를 받았습니다.,,"필요할때 앱이 작동을 안하네요,,,,"
2020년 3월 19일,별표 5개 만점에 5개를 받았습니다.,1,부산사람한테 진짜 좋음 필수에요!
2020년 11월 5일,별표 5개 만점에 2개를 받았습니다.,,업데이트 실행 안되네요. 삭제 후 재설치도 안됨
2020년 9월 8일,별표 5개 만점에 4개를 받았습니다.,,좋긴한데... 접속이 원활하지 않아요~
2020년 3월 10일,별표 5개 만점에 5개를 받았습니다.,,존네요 사용두 편리하구요 아직까지 불편한점은 못늦꼈읍니다^^
2020년 3월 18일,별표 5개 만점에 1개를 받았습니다.,,인증번호가안오네요;; 아니무슨 내폰skt고 다맞게했는데 인증번호 전송햇다카믄서 안오는건 뭐지
2020년 4월 13일,별표 5개 만점에 1개를 받았습니다.,,지금 카드사용 불가네요 통신오류 뜹니다 ㅜㅜ
2020년 11월 5일,별표 5개 만점에 3개를 받았습니다.,,업데이트가안되고있어서 사용을못하고잇네요
2020년 4월 10일,별표 5개 만점에 1개를 받았습니다.,,인증번호가 안와서 신청못하고 있어요. 어케하나요.
2020년 4월 29일,별표 5개 만점에 4개를 받았습니다.,,업데이트가 넘 느려요
2020년 5월 7일,별표 5개 만점에 4개를 받았습니다.,,접속이 잘 안될때가 많습니다
2020년 1월 14일,별표 5개 만점에 1개를 받았습니다.,,업데이트3일동안 안되고 앱실행이안되여
2020년 1월 15일,별표 5개 만점에 2개를 받았습니다.,1,급하게 만든거 엄청티나네 안정성 엉망임
2020년 3월 16일,별표 5개 만점에 5개를 받았습니다.,,좋은데 에러가 너무 많이 뜹니다
2020년 3월 18일,별표 5개 만점에 5개를 받았습니다.,,사용하기 아주 편리하게 잘만들었음
2020년 4월 10일,별표 5개 만점에 3개를 받았습니다.,,오류가 왤케 자주 난대요?
2020년 2월 28일,별표 5개 만점에 1개를 받았습니다.,,자꾸안괴요 충전해서 결제 해야 하는데 카드 달랑 한개 들고 나왓는데ㅠㅠㅠㅠ
2020년 3월 4일,별표 5개 만점에 5개를 받았습니다.,1,편리하고 가계에 도움이 됩니다
2020년 4월 13일,별표 5개 만점에 1개를 받았습니다.,,월 사용금액 페이백금액 집계가안됨
2020년 4월 14일,별표 5개 만점에 5개를 받았습니다.,,쓰자마자 깨시가 10%로 바로 들어오니깐 완전짱입니다
2021년 2월 12일,별표 5개 만점에 1개를 받았습니다.,,오류가 너무 잘떠요
2020년 4월 29일,별표 5개 만점에 4개를 받았습니다.,,음식점 가맹점되는곳에서 카드사용시 배달의 민족이나 배달대행어플을 통해서 계산해도 캐쉬백이 가능한가요?
2020년 5월 8일,별표 5개 만점에 4개를 받았습니다.,,온라인은 사용이 안되서 아쉬워요
2020년 4월 28일,별표 5개 만점에 5개를 받았습니다.,,편리하고 잘 되어있어요
2020년 5월 8일,별표 5개 만점에 1개를 받았습니다.,2,가맹점 왜 안뜨나요? 가맹점을 봐야 쓰든가하지 빨리좀 고쳐주세요
2020년 4월 10일,별표 5개 만점에 1개를 받았습니다.,,휴대폰이 노트10 인대요 업데이트가안되요 이거외이러치요
2020년 9월 7일,별표 5개 만점에 5개를 받았습니다.,,좋아요 편리하고 ^^
2020년 4월 29일,별표 5개 만점에 5개를 받았습니다.,,좀 더 편한 지역화폐의 표준!!!
2020년 5월 7일,별표 5개 만점에 1개를 받았습니다.,,인증번호 발송됐다는데..인번이 안와서...
2020년 4월 10일,별표 5개 만점에 4개를 받았습니다.,,가끔씩 접속불가됩니다
2020년 11월 5일,별표 5개 만점에 4개를 받았습니다.,,월에 얼마썻는ㄷ지 안떠서 별로네요 진짜 돈많이쓰게 노린듯
2020년 4월 13일,별표 5개 만점에 5개를 받았습니다.,,캐시백 모으는 재미가 쏠쏠하네요♡♡
2020년 3월 31일,별표 5개 만점에 5개를 받았습니다.,,편하게 잘쓰고있는데 3월도 10% 캐시백해준다니 넘 좋아요~10% 1년 가즈아~
2020년 4월 10일,별표 5개 만점에 2개를 받았습니다.,1,멍청한어플이 계속 네트워크접속안댄다하노
2020년 10월 19일,별표 5개 만점에 4개를 받았습니다.,,사용내역이 좀 더 오랜기간 나왔으면 합니다
2020년 4월 29일,별표 5개 만점에 1개를 받았습니다.,,업데이트가 할때마다안되서 정말짜증납니다
2020년 5월 8일,별표 5개 만점에 5개를 받았습니다.,,사용할 수 있는 곳을 조금더 확대했으면 합니다.
2020년 4월 29일,별표 5개 만점에 3개를 받았습니다.,,충전금액 입력가능하게 합시다
2020년 5월 7일,별표 5개 만점에 5개를 받았습니다.,,너무 편하고 좋습니다 혜택도 많고~~
2021년 4월 11일,별표 5개 만점에 1개를 받았습니다.,,아니 QR기반 회사 KT가 왜 카드를 발행해요? 카드는 또 하나카드네? 하도인가? 대기업들 대단하네요. 신청하는데 뭔 개인정보를 이렇게나 많이 요구하는거임? 개인정보 간소화 시대에....
2020년 1월 21일,별표 5개 만점에 5개를 받았습니다.,,좋습니다 포인트도 바로사용가능해서 유용해요
2020년 1월 23일,별표 5개 만점에 5개를 받았습니다.,,생활도움의1번 카드.잘쓰고있습니다.
2020년 2월 29일,별표 5개 만점에 3개를 받았습니다.,,업데이트가 안되요. 업데이트중에서 계속 안넘어가네요
